,id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
259,bK11Y75U,3598902,       (2011 YU75),2011 YU75,,,N,N,17.0,,,,3,2459000.5,59000,20200531.0,J2000,0.7651300809540464,7.51703706426697,1.765525886749816,16.68870653046627,295.1151089940412,243.6258874168469,141.3340682248353,13.26854824178412,0.0478226938720095,2456045.1234458666,20120427.6234459,7527.806797406421,20.6100117656575,0.840687,327.17015979,1.6846e-05,0.00056659,1.7453e-05,0.00025227,0.00019046,0.00099351,0.016006,0.0010001,5.4069e-06,0.0011127,0.85111,CEN,0.46237
260,bK12BD0Z,3598931,       (2012 BZ130),2012 BZ130,,,N,N,15.4,,,,3,2459000.5,59000,20200531.0,J2000,0.5158757267183527,7.237179260824812,3.503694150255821,15.3010220304474,106.1257827926508,6.718144346408675,162.402776908665,10.9706643713938,0.050623256481217,2455792.4334274963,20110818.9334275,7111.356025339307,19.4698316915518,2.5209,981.058653,0.0012543,0.0050054,0.0066619,0.057237,0.10881,0.3439,0.22391,0.0075876,5.2519e-05,1.1021,7.3776,CEN,0.40706
261,bK12D61D,3600354,       (2012 DD61),2012 DD61,,,N,N,13.3,,,,10,2459000.5,59000,20200531.0,J2000,0.4961157767967567,7.493744619134394,3.775979686296019,18.55436209416964,260.2562920321757,323.4210194749465,128.7599945383874,11.21150955197277,0.0480458345029167,2456320.559150381,20130128.0591504,7492.845190942519,20.514292103881,2.78944,1085.5663648,1.2806e-05,0.00020131,5.5583e-06,2.896e-05,8.2097e-05,0.0003321,0.0052984,0.00030118,1.936e-06,0.0024342,0.30192,CEN,0.43461
262,bK12D85S,3601186,       (2012 DS85),2012 DS85,,,N,N,9.4,,,,3,2459000.5,59000,20200531.0,J2000,0.131502661326134,18.86019372659739,16.38002805842338,16.79774687664358,129.0557318388551,301.9464049187039,82.56180923356898,21.34035939477141,0.0120333029282233,2452139.390483682,20010817.8904837,29916.9730993511,81.9082083486683,15.4265,6003.531005,0.004111,0.016539,0.063538,0.0014167,0.00049629,1.1213,0.55225,0.018714,1.5829e-05,54.46,39.353,CEN,0.22297
263,bK12D86D,3601293,       (2012 DD86),2012 DD86,,,N,N,9.3,,,,JPL 14,2459000.5,59000,20200531.0,J2000,0.3381166019725248,23.2348269354239,15.37874620459868,12.51604230964516,174.6780270715526,357.3262983883301,19.84284657482549,31.09090766624913,0.0088002479946082,2456745.694614176,20140329.1946142,40907.93807408235,111.999830456078,14.3846,5598.054782,6.8286e-06,0.00027581,2.4045e-05,1.4938e-05,1.8334e-05,0.00019771,0.00040063,0.00036907,1.567e-07,0.010595,0.7284,CEN,0.45343
264,bK12F78Z,3602536,       (2012 FZ78),2012 FZ78,,,N,N,11.2,,,,7,2459000.5,59000,20200531.0,J2000,0.4475029566966947,19.1033685584815,10.55455464569435,16.9648229566019,10.15971095290838,155.4732718613782,45.4974749878731,27.65218247126865,0.0118042702034992,2455146.176589614,20091110.6765896,30497.4381129706,83.4974349431091,9.56959,3724.1973403,8.1374e-06,0.00032919,2.8207e-05,2.0617e-05,3.2485e-05,0.0004817,0.001329,0.0004765,3.0512e-07,0.013722,0.7883,CEN,0.58033
265,bK12G01V,3602517,       (2012 GV1),2012 GV1,,,N,N,11.9,,,,4,2459000.5,59000,20200531.0,J2000,0.5543131041432134,18.59564258457565,8.287834219981795,18.89631441540937,168.5537895929685,341.3895395010945,46.11594554346517,28.90345094916951,0.0122910019753841,2455248.49136508,20100220.9913651,29289.71948104726,80.1908815360637,7.30461,2842.7350737,3.901e-05,0.0018851,0.00011607,9.7991e-05,9.5589e-05,0.0022988,0.0075482,0.00293,1.869e-06,0.044552,4.4538,CEN,0.47672
266,bK12G12M,3602634,       (2012 GM12),2012 GM12,,,N,N,9.1598,,,,JPL 5,2456031.5,56031,20120414.0,J2000,0.1018748681589509,17.19019306857227,15.43894441608456,12.56924315010258,262.9151852708815,114.46896833,171.4918507139948,18.94144172105998,0.0138287505373409,2443630.390423909,19780501.8904239,26032.72067334739,71.2737047867143,14.4615,5627.981955,27.676,196.41,643.28,20.429,279.32,53145.0,65172.0,216.42,0.23701,4864600.0,446170.0,CEN,0.58771
267,bK12G41T,3841267,       (2012 GT41),2012 GT41,,,N,N,9.6,,,,2,2459000.5,59000,20200531.0,J2000,0.3857446387265516,26.50228955185536,16.27917344324845,29.80738477145218,139.7365135600871,99.89565309192164,5.519081963510102,36.72540566046226,0.0072240207048231,2458236.5096698194,20180428.0096698,49833.74421389004,136.437355821739,15.4039,5994.735763,1.2207e-05,0.00061167,5.3824e-05,7.8395e-06,5.4158e-05,0.00055335,0.00014515,0.00084762,2.5009e-07,0.030642,1.7252,CEN,0.69012
268,bK12L27B,3841262,       (2012 LB27),2012 LB27,,,N,N,9.7,,,,1,2459000.5,59000,20200531.0,J2000,0.2358295901078531,20.45800285531044,15.63340042751729,25.76406279630991,209.0174589857387,90.85201618653244,1.073661842858276,25.28260528310359,0.0106514619814267,2458899.700518696,20200220.2005187,33798.1772481321,92.5343661824288,14.7253,5730.645001,1.2308e-05,0.00036365,0.00012182,3.2793e-05,0.00011246,0.0028443,0.0015582,0.00044941,2.84e-07,0.14725,0.90116,CEN,0.5905
269,bK12P26D,3607657,       (2012 PD26),2012 PD26,,,N,N,11.2,,,,7,2459000.5,59000,20200531.0,J2000,0.5067518333603522,20.47659314945615,10.10004202999522,7.691686641128559,209.1666492695611,85.31075610761721,42.49513755609851,30.85314426891708,0.010636959896544,2455005.454613968,20090622.954614,33844.25658283854,92.6605245252253,9.09409,3539.1470053,5.4112e-05,0.0031299,0.00048073,0.00012164,0.0011549,0.006882,0.011241,0.004716,2.4388e-06,0.14353,7.7598,CEN,0.37024
270,bK12P45V,3841261,       (2012 PV45),2012 PV45,,,N,N,9.7,,,,1,2459000.5,59000,20200531.0,J2000,0.3864040998233473,27.78752784941525,17.05031316444576,12.32702723427408,234.5862769325166,125.3164632605304,355.2494429347531,38.52474253438475,0.0067286696606961,2459706.5172819886,20220507.017282,53502.40361818494,146.481597859507,16.0638,6251.549046,1.2242e-05,0.00067184,8.4913e-05,6.6943e-06,0.00017292,0.0010403,0.00055195,0.00093144,2.4403e-07,0.0589,1.9404,CEN,0.57724
271,bK12TD9L,3610757,       (2012 TL139),2012 TL139,,,N,N,14.8,,,,4,2459000.5,59000,20200531.0,J2000,0.8819371116633591,29.81802046171733,3.520401620191407,160.0153883860487,308.1311047,273.7840264832934,16.89732000722511,56.11563930324326,0.0060532116779748,2456209.036409076,20121008.5364091,59472.56087374099,162.826997600934,2.60858,1015.1810786,0.0028255,0.71937,0.00068079,0.0020209,0.0060878,0.018753,0.61195,1.3538,0.00021905,0.10665,2152.2,CEN,0.24616
272,bK12UD8N,3614978,       (2012 UN138),2012 UN138,,,N,N,15.5,,,,4,2459000.5,59000,20200531.0,J2000,0.6570577145024632,10.0352285789051,3.441504224339913,15.95330078802802,26.19277072697297,21.21347818867893,85.06608392278314,16.62895293347028,0.0310036746066258,2456256.7580080554,20121125.2580081,11611.52684537155,31.790627913406,2.45752,956.3930584,0.0001057,0.0053229,0.0026502,0.021348,0.014516,0.064531,0.06964,0.0088203,2.4667e-05,0.31985,9.2384,CEN,0.69569
273,bK12UH4Y,3616305,       (2012 UY174),2012 UY174,,,N,N,13.376,,,,JPL 5,2456224.5,56224,20121024.0,J2000,0.3789650293095871,11.87376738060513,7.374024777198888,9.567708394581707,329.832165690104,71.47463826121387,0.0117947773539044,16.37350998401137,0.0240891385391075,2456224.0103694834,20121023.5103695,14944.49456611151,40.9157962111198,6.39626,2489.2325042,3.5828,48.886,12.474,14.804,226.03,3587.0,1406.4,67.412,0.14877,58381.0,92292.0,CEN,0.5618
274,bK12UH7V,3699448,       (2012 UV177),2012 UV177,,,N,N,9.2,,,,4,2459000.5,59000,20200531.0,J2000,0.0701925298229303,29.9912660694532,27.88610323144567,20.87348113759849,265.56452016,204.0943047192866,305.0943586607521,32.09642890746073,0.0060008376091283,2468150.1629163446,20450618.6629163,59991.62507786811,164.248117940775,26.9131,10473.771127,9.6612e-05,0.002269,0.0034199,0.00036509,0.0015004,0.054833,0.047559,0.0024283,6.8099e-07,6.9795,6.808,CEN,0.20259
275,bK12UH7W,3699452,       (2012 UW177),2012 UW177,,,N,N,11.3,,,,3,2459000.5,59000,20200531.0,J2000,0.2569524725446365,29.97173412763948,22.27042293709205,53.89129950984697,19.98564498384575,33.8154903049427,8.944290997217788,37.67304531818692,0.0060067044921022,2457511.448722552,20160502.9487226,59933.02991238155,164.087693120826,21.3767,8319.170339,0.00025258,0.0044541,0.0056338,0.0020783,0.00097905,0.32933,0.18776,0.0055986,1.339e-06,31.112,13.36,CEN,0.25248
276,bK12Y06O,3621774,       (2012 YO6),2012 YO6,,,N,N,14.7,,,,3,2459000.5,59000,20200531.0,J2000,0.4782882307466823,6.312850119469082,3.293488204859233,106.8816792953146,260.728103094702,145.7754731126186,178.1684031353555,9.33221203407893,0.0621392284202504,2456133.254820668,20120724.7548207,5793.441746094814,15.8615790447497,2.41292,939.0360764,4.0538e-05,0.0005252,2.0045e-05,0.00052601,7.4403e-05,0.0012147,0.022709,0.00077639,7.7545e-06,0.0083853,0.72298,CEN,0.49
277,bK12Y08E,3623459,       (2012 YE8),2012 YE8,,,N,N,15.0,,,,3,2459000.5,59000,20200531.0,J2000,0.5913169297821778,9.361152724170392,3.825744636091887,136.0505952586751,135.3800420955999,34.88338178921071,85.45191817202802,14.8965608122489,0.0344120129676502,2456517.2997799967,20130812.79978,10461.46298789396,28.6419246759588,2.92081,1136.6916277,0.003041,0.071063,0.00065043,0.021852,0.0031121,0.035162,0.96287,0.11308,0.00039184,0.3087,119.12,CEN,0.82507
278,bK13AA5S,3624732,       (2013 AS105),2013 AS105,,,N,N,12.1,,,,6,2459000.5,59000,20200531.0,J2000,0.639694546792694,15.93520409206377,5.741540932341953,14.57336205099488,106.7565875851961,325.8261194836265,52.74572169413296,26.12886725178558,0.0154941454556063,2455596.264390798,20110203.7643908,23234.58244479948,63.61281983518,4.76826,1855.6637442,2.3425e-06,0.00010545,2.0746e-06,2.4836e-05,8.55e-05,0.00010544,0.00053197,0.00017291,1.538e-07,0.00095757,0.23064,CEN,0.50379
279,bK13AF8X,3640560,       (2013 AX158),2013 AX158,,,N,N,14.337,,,,JPL 5,2456298.5,56298,20130106.0,J2000,0.7354072309477259,25.90197616363561,6.853475597062347,12.7119347224549,233.8466344713101,205.6973344357604,4.507854334887528,44.95047673020887,0.0074766099578905,2455695.572421822,20110514.0724218,48150.16458362511,131.827966005818,5.87402,2285.9923634,0.78556,67.603,2.4694,0.71237,5.9016,42.517,15.938,117.32,0.029271,349.15,188510.0,CEN,0.096773
280,bK13AG0O,3640153,       (2013 AO160),2013 AO160,,,N,N,16.583,,,,JPL 11,2456298.5,56298,20130106.0,J2000,0.3125332870761789,6.249370592458563,4.296234259040281,10.79465585654689,242.7677576119882,184.825541159069,28.11925412167061,8.202506925876845,0.0630884205491981,2455852.788189863,20111018.2881899,5706.276950130048,15.6229348395073,3.31017,1288.2188589,0.32781,1.7612,0.83898,0.63487,4.1583,19.592,14.524,2.3116,0.026669,107.24,2412.2,CEN,0.27687
281,bK13AG0U,3640427,       (2013 AU160),2013 AU160,,,N,N,15.793,,,,JPL 5,2456298.5,56298,20130106.0,J2000,0.1706616631729438,5.534305301004782,4.589811553828466,17.07086023445119,267.5703599376363,140.081308284485,56.08367678477153,6.478799048181098,0.0757023573977876,2455557.655477945,20101227.1554779,4755.466175357453,13.0197568113825,3.62124,1409.2779708,0.31131,0.98254,0.91913,2.1538,4.6835,29.549,46.8,1.1502,0.02016,434.08,1266.4,CEN,0.15482
282,bK13AH4E,3639765,       (2013 AE174),2013 AE174,,,N,N,16.447,,,,JPL 6,2456298.5,56298,20130106.0,J2000,0.4588484408215073,5.921116218794925,3.204221273877935,12.61317096462723,166.5226307063795,59.90682951550804,308.5270356665583,8.638011163711914,0.0684067087527715,2457050.9549166583,20150128.4549167,5262.641728621604,14.4083277991009,2.22085,864.2881945,0.58326,2.898,1.8955,2.3157,9.0358,24.652,58.089,4.2277,0.05022,299.19,3863.5,CEN,0.23541
283,bK13AH6B,3639634,       (2013 AB176),2013 AB176,,,N,N,16.754,,,,JPL 6,2456298.5,56298,20130106.0,J2000,0.2677155934130415,5.773831054055272,4.228086447152218,23.48513735249964,159.6022234697342,273.4267053265547,25.83778433390504,7.319575660958326,0.0710408200302692,2455934.796648562,20120108.2966486,5067.509072201173,13.874083702125,3.34713,1302.6025821,0.51342,2.0179,1.4869,4.5979,8.5473,68.058,15.129,2.5581,0.037241,330.85,2656.5,CEN,0.25896
284,bK13AI0N,3640127,       (2013 AN180),2013 AN180,,,N,N,16.636,,,,JPL 11,2456298.5,56298,20130106.0,J2000,0.3720426580731699,6.414534460857998,4.02805400973844,12.14086102035412,212.5065934291081,212.3704626175358,23.41068498229606,8.801014911977555,0.0606675364774558,2455912.615120844,20111217.1151208,5933.980855375207,16.2463541557158,3.04908,1186.6104636,0.41779,2.6767,1.0027,0.39992,4.5134,34.379,19.56,3.6725,0.037974,191.17,3714.3,CEN,0.22896
285,bK13B55Z,3628573,       (2013 BZ55),2013 BZ55,,,N,N,15.141,,,,JPL 3,2456311.5,56311,20130119.0,J2000,0.2456748183455194,5.822671423851557,4.392187679511179,4.913624738181217,285.7175877459091,200.1534978229265,356.9694442619156,7.253155168191936,0.0701488650448834,2456354.70177862,20130303.2017786,5131.943328942825,14.0504950826635,3.40818,1326.3614106,0.27865,1.1648,0.74389,1.9379,5.4,14.905,9.1445,1.451,0.02105,126.34,1539.9,CEN,0.6264
286,bK13C77M,3626912,       (2013 CM77),2013 CM77,,,N,N,16.0,,,,4,2459000.5,59000,20200531.0,J2000,0.5941726822725204,7.365376198652549,2.989070866752984,8.894406520640834,319.1870489011787,189.1318595516952,130.61990632366,11.74168153055211,0.0493073512055158,2456351.4040106568,20130227.9040107,7301.142551736345,19.989438882235,2.00123,778.8186791,1.3869e-05,0.00028623,3.9249e-05,3.7918e-05,0.00011031,0.0020356,0.007844,0.0004563,2.8743e-06,0.0084099,0.4256,CEN,0.385
287,bK13CB8J,3627001,       (2013 CJ118),2013 CJ118,,,N,N,15.0,,,,4,2459000.5,59000,20200531.0,J2000,0.4910640774951286,10.32662776637253,5.255591828643225,10.31792853919644,338.5124192207741,141.6255098404274,86.46152104058335,15.39766370410184,0.0297006729673042,2456089.403637444,20120610.9036374,12120.93747492871,33.1853182065126,4.27891,1665.2234047,1.5022e-05,0.00033971,1.8e-05,2.6807e-05,6.336e-05,0.00049389,0.0044199,0.00050653,1.4656e-06,0.0053715,0.5981,CEN,0.7845
288,bK13CD3Y,3627113,       (2013 CY133),2013 CY133,,,N,N,13.6,,,,8,2459000.5,59000,20200531.0,J2000,0.2603902772937848,7.889485649202161,5.835140293301075,17.69412325589444,148.3248614612405,62.81568284929516,88.40256416601723,9.943831005103249,0.0444765444684834,2457012.877867425,20141221.3778674,8094.153992900684,22.1605858806316,4.87475,1897.1064575,9.5965e-07,1.1078e-05,9.0472e-07,7.3793e-06,3.242e-05,6.7856e-05,0.00018997,1.3962e-05,9.3675e-08,0.00082384,0.017048,CEN,0.64082
289,bK13CG0T,3667711,       (2013 CT160),2013 CT160,,,N,N,14.586,,,,JPL 4,2456340.5,56340,20130217.0,J2000,0.2093189366914416,5.500042189511575,4.348779206644943,16.762691456782,346.4469906335577,101.1421980710878,54.17283211337109,6.651305172378207,0.0764108520670452,2455631.5322205825,20110311.0322206,4711.372668428365,12.8990353687293,3.41596,1329.3891532,0.055522,0.21132,0.13856,0.74038,0.033523,5.3448,10.196,0.25555,0.0044037,92.677,271.53,CEN,0.25273
290,bK13CM3E,3756022,       (2013 CE223),2013 CE223,,,N,N,8.8,,,,5,2459000.5,59000,20200531.0,J2000,0.156015079289165,21.75235595706216,18.35866041769497,5.170917439131548,265.8869281724294,130.7755757277489,125.4181831741492,25.14605149642936,0.0097150406404762,2446090.807924024,19850125.307924,37055.9438012143,101.453644904077,17.3686,6759.338062,5.7411e-06,0.00043842,0.00046467,1.9177e-05,0.00065726,0.005677,0.0066611,0.00050682,2.9371e-07,0.30615,1.1203,CEN,0.64648
291,bK13D00K,3628995,       (2013 DK),2013 DK,,,N,N,14.291,,,,JPL 3,2456336.5,56336,20130213.0,J2000,0.1511691334732774,5.518980429628729,4.684680940425777,7.297263330518467,353.8537296743315,137.6675137069591,8.35597298286536,6.353279918831681,0.0760178868370575,2456226.578857352,20121026.0788574,4735.727537015745,12.9657153648617,3.70357,1441.3183369,0.088225,0.31968,0.21633,0.69923,2.8567,19.215,16.128,0.368,0.0066048,206.02,411.46,CEN,0.50144
292,bK13E27Z,3631846,       (2013 EZ27),2013 EZ27,,,N,N,12.6,,,,8,2459000.5,59000,20200531.0,J2000,0.5471056380521494,19.63841257075751,8.894126330901871,14.61136023730693,328.9227596033691,213.3627018771322,25.0827769807007,30.38269881061315,0.0113251641235115,2456785.7173525123,20140508.2173525,31787.6187995037,87.0297571512764,7.90819,3077.6303023,6.5743e-06,0.00030793,1.0487e-05,1.3698e-05,3.6386e-05,0.00012682,0.00056974,0.0004764,2.6637e-07,0.0027321,0.74764,CEN,0.6881
293,bK13G54Y,3634610,       (2013 GY54),2013 GY54,,,N,N,14.4,,,,12,2459000.5,59000,20200531.0,J2000,0.6611597545343146,13.59122632222389,4.605254463202028,8.299097558500568,8.760253579462834,236.7064884584271,40.42125151245067,22.57719818124576,0.0196705320649393,2456945.5860109422,20141015.0860109,18301.48766751778,50.106742416202,3.60155,1401.6152135,1.6898e-05,0.00052207,6.7971e-05,2.9906e-05,7.8334e-05,0.0021577,0.0025216,0.00086725,1.1334e-06,0.013453,1.0545,CEN,0.57406
294,bK13J04D,3637659,       (2013 JD4),2013 JD4,,,N,N,16.5,,,,10,2459000.5,59000,20200531.0,J2000,0.864925448379884,12.11045773052333,1.635814647864805,72.9823119162376,226.5229435464331,296.0335092832516,63.38441149727205,22.58510081318185,0.0233863926261936,2456290.1883880123,20121228.688388,15393.56692390369,42.1452893193804,0.9842,383.021114,0.0018217,0.16932,0.00081489,0.042437,0.0014074,0.056976,1.3317,0.31577,0.00049046,0.10094,322.83,CEN,0.50279
295,bK13J14X,3638289,       (2013 JX14),2013 JX14,,,N,N,11.9,,,,19,2459000.5,59000,20200531.0,J2000,0.3528697422757957,11.30285430221051,7.314419017608616,10.43484879209333,245.8175086724422,274.428692229428,99.8832789860868,15.29128958681239,0.0259371276696978,2455149.523120136,20091114.0231201,13879.71731428788,38.0005949740941,6.3421,2468.155057,1.1844e-06,2.1182e-05,2.5488e-06,1.482e-05,4.0623e-05,8.4601e-05,0.00031127,2.8657e-05,7.2912e-08,0.0014579,0.039017,CEN,0.49032
296,bK13J64C,3726715,       (2013 JC64),2013 JC64,,,N,N,12.1,,,,3,2459000.5,59000,20200531.0,J2000,0.3814967746623907,22.30142524074377,13.79350344102559,31.98101962582487,71.509958412586,170.8720363258283,21.88196360007786,30.80934704046195,0.0093584763165462,2456662.30274866,20140104.8027487,38467.80050759994,105.319097898973,12.784,4975.14928,9.0117e-05,0.003782,0.00038679,0.00088325,0.00040904,0.12889,0.050826,0.0052249,2.3806e-06,5.6936,9.7855,CEN,0.19983
297,bK13L02A,3639499,       (2013 LA2),2013 LA2,,,N,N,16.9,,,,JPL 18,2456449.5,56449,20130606.0,J2000,0.4699613685690008,5.669061329564985,3.004821508621026,175.082900735692,241.1105123067412,322.3499779959278,11.67301607563953,8.333301150508944,0.0730192454607864,2456289.637815696,20121228.1378157,4930.207067030441,13.4981712991935,1.99013,774.4988921,0.0076705,0.087764,0.0030444,0.0070752,0.0078646,0.29748,0.38651,0.12901,0.0016956,1.5821,114.49,CEN,0.53685
298,bK13L29G,3644019,       (2013 LG29),2013 LG29,,,N,N,14.9,,,,11,2459000.5,59000,20200531.0,J2000,0.7910171137210437,17.02759709436613,3.558476387175805,15.39653638890283,66.74852505869873,202.1582008070359,34.55764944873247,30.49671780155646,0.0140272980792288,2456536.900149655,20130901.4001497,25664.24395964588,70.2648705260667,2.54931,992.1149727,1.6257e-05,0.0013352,1.8436e-05,3.5804e-05,8.1933e-05,0.0012755,0.0040449,0.0023915,1.65e-06,0.0072351,3.0188,CEN,0.39786
299,bK13N11S,3645000,       (2013 NS11),2013 NS11,,,N,N,13.6,,,,42,2459000.5,59000,20200531.0,J2000,0.7864953980790056,12.5980599294795,2.689743770220351,130.3394624855076,250.7126055614728,167.5324103842925,45.73850679592043,22.50637608873864,0.0220418767138225,2456925.426838592,20140924.9268386,16332.54757178832,44.7160782252931,1.71706,668.2282402,2.6595e-06,0.00016154,1.2628e-06,1.3284e-05,1.3105e-05,6.526e-05,0.00087657,0.00028859,4.2395e-07,0.00024018,0.31414,CEN,0.45143
300,bK13N33T,3841278,       (2013 NT33),2013 NT33,,,N,N,9.1,,,,2,2459000.5,59000,20200531.0,J2000,0.4467044863917209,29.65479182901149,16.40786327597951,20.43599676767006,57.30999307073006,10.51864108543015,344.4567464979089,42.90172038204347,0.0061032583550431,2461547.214000604,20270521.7140006,58984.88627841412,161.491817326254,15.4239,6002.519163,1.0223e-05,0.000775,0.00014289,2.3121e-05,8.4988e-05,0.0013743,0.00099729,0.0011212,2.3925e-07,0.06413,2.3123,CEN,0.59538
301,bK13O15L,3978247,       (2013 OL15),2013 OL15,,,N,N,14.984,,,,JPL 1,2459000.5,59000,20200531.0,J2000,0.4185531709717879,5.569548511196625,3.238396320954077,16.78652361820796,48.86625765531051,298.4836932958486,200.0489775822772,7.900700701439173,0.0749849467404903,2461133.608435368,20260403.1084354,4800.963602013302,13.1443219767647,2.27878,886.8328126,8.0662e-05,0.00040501,0.00022333,0.000405,0.00024054,0.011164,0.019383,0.00057453,8.1793e-06,0.49106,0.52369,CEN,0.62956
302,bK13P37Q,3646529,       (2013 PQ37),2013 PQ37,,,N,N,15.7,,,,10,2459000.5,59000,20200531.0,J2000,0.5519471496638796,5.977444744615701,2.678211155551728,29.96932276890217,183.2451360124223,176.5129534790807,161.9815117009101,9.276678333679676,0.0674420431311181,2456598.711676565,20131102.2116766,5337.916576757648,14.6144191013214,1.67606,652.2722702,5.359e-05,0.00087085,8.6483e-05,0.0016735,0.00081098,0.0063129,0.035805,0.0013515,1.4738e-05,0.021982,1.1665,CEN,0.39501
303,bK13P44J,3645895,       (2013 PJ44),2013 PJ44,,,N,N,14.5,,,,16,2459000.5,59000,20200531.0,J2000,0.6774588990760592,12.14435001759487,3.917052024680731,21.47150507497736,316.6478627127484,312.6587710041226,67.91099306801621,20.37164801050902,0.0232885613219207,2456084.433518723,20120605.9335187,15458.2326930236,42.3223345462658,2.94815,1147.3315355,0.0017113,0.052851,0.0037422,0.044677,0.027984,0.20211,0.42388,0.088656,0.00015203,1.1384,100.91,CEN,0.35853
304,bK13R30N,3647670,       (2013 RN30),2013 RN30,,,N,N,12.631,,,,JPL 5,2456535.5,56535,20130831.0,J2000,0.524717591031224,14.86825406572434,7.066619609517263,19.44287006579475,180.5334571796409,233.7337178475758,340.2770700862851,22.66988852193142,0.0171915135331576,2457682.7480230243,20161021.248023,20940.56461670228,57.332141318829,6.11768,2380.8175256,0.25673,4.2548,1.7982,3.3027,1.6044,37.087,2.4772,6.4873,0.0073794,370.11,8988.7,CEN,0.49147
305,bK13R98G,3709965,       (2013 RG98),2013 RG98,,,N,N,9.0,,,,JPL 7,2459000.5,59000,20200531.0,J2000,0.1672149473818036,23.13535946257527,19.26678154738163,46.04429847678219,145.7520546433839,351.0367905377126,306.4886581568377,27.0039373777689,0.0088570622365323,2465042.1581044723,20361214.6581045,40645.53125923874,111.281399751509,18.2855,7116.168035,6.5069e-05,0.0013191,0.0010627,7.8977e-05,0.00058801,0.010626,0.012495,0.0015397,7.5752e-07,0.89963,3.4763,CEN,0.20356
306,bK13RC4L,3989526,       (2013 RL124),2013 RL124,,,N,N,8.7961,,,,JPL 1,2459000.5,59000,20200531.0,J2000,0.0235566536652759,30.07488537302395,29.36642171426875,10.1310263116722,166.8232389586593,238.322430413986,350.4981781112428,30.78334903177915,0.0059758281914962,2460590.5426826654,20241007.0426827,60242.6958178432,164.935512163842,28.3868,11047.290956,0.00020983,0.0065927,0.0060802,0.00065484,0.0027202,1.18,1.1225,0.006748,1.9649e-06,187.66,19.809,CEN,0.17263
307,bK13S99V,3766650,       (2013 SV99),2013 SV99,,,N,N,16.547,,,,JPL 2,2456567.5,56567,20131002.0,J2000,0.2597432116094655,6.911438498209621,5.116239265843352,17.11323759150685,149.843496430075,223.6335524267539,8.662372812522996,8.706637730575888,0.054243961896326,2456407.807151069,20130425.3071511,6636.683372944836,18.1702487965635,4.13963,1611.0198071,0.023827,0.12937,0.069128,0.10332,0.4797,8.3316,4.3439,0.16297,0.001523,84.214,186.34,CEN,0.11214
308,bK13TE5P,3653348,       (2013 TP145),2013 TP145,,,N,N,9.8314,,,,JPL 5,2456583.5,56583,20131018.0,J2000,0.5003048595251176,26.79132513436127,13.3874949765229,28.34129868583237,325.8295555033546,27.93564135319042,3.607201914673746,40.19515529219963,0.0071074331165781,2456075.974729553,20120528.4747296,50651.19771022465,138.675421520122,12.4072,4828.510024,1.7466,63.465,26.973,34.586,58.917,2019.9,564.22,95.217,0.025255,79510.0,179980.0,CEN,0.18923
309,bK13U17C,3787132,       (2013 UC17),2013 UC17,,,N,N,11.4,,,,1,2459000.5,59000,20200531.0,J2000,0.1262021118510109,19.3029539236117,16.86688037348915,32.4741070203167,194.1326406438144,205.0738985527959,9.64300075984751,21.73902747373425,0.0116216666147452,2458170.7566353423,20180221.2566353,30976.62426000433,84.8093751129482,15.8975,6186.830075,6.475e-05,0.0014273,0.0007477,0.0004775,8.7636e-05,0.058041,0.04403,0.0016074,1.289e-06,3.7939,3.4356,CEN,0.19656
310,bK13U17U,3787148,       (2013 UU17),2013 UU17,,,N,N,10.2,,,,1,2459000.5,59000,20200531.0,J2000,0.2517470529340494,25.91279031471005,19.38932171968382,8.512428620530974,27.9527991402873,249.4027554941567,88.37420286456253,32.43625890973628,0.0074719301403688,2447173.0068082344,19880112.5068082,48180.32198334064,131.910532466367,18.3832,7154.189944,0.0050143,0.075453,0.073514,0.0014669,0.001952,0.24309,0.90159,0.094448,3.2635e-05,69.01,210.44,CEN,0.2472
311,bK13V30X,3825511,       (2013 VX30),2013 VX30,,,N,N,8.2,,,,2,2459000.5,59000,20200531.0,J2000,0.0825801554431719,30.04350164129542,27.56250460570006,31.25403557601331,192.5102634764916,213.9420465786021,3.701470063366001,32.52449867689079,0.0059851942480921,2458382.062250124,20180920.5622501,60148.42377333985,164.677409372594,26.6106,10356.047202,6.6662e-05,0.0025689,0.00056841,0.00024511,0.00026413,0.087324,0.073765,0.0027811,7.6766e-07,12.305,7.7146,CEN,0.11269
312,bK13W64K,3654042,       (2013 WK64),2013 WK64,,,N,N,15.7,,,,10,2459000.5,59000,20200531.0,J2000,0.6276631551745748,7.911784924023817,2.945849035548394,62.4892834560175,99.63443002809232,353.3730398502166,103.5366922738805,12.87772081249924,0.0442886420807231,2456662.7292441214,20140105.2292441,8128.494871074215,22.2546060809698,1.96654,765.3183718,0.0001994,0.0046256,0.00014484,0.0043706,0.00067069,0.005715,0.090564,0.0075288,3.8839e-05,0.021469,7.1284,CEN,0.33701
